timestamp_iso,temperature,humidity,pressure,lightLevel
2025-05-22T12:21:47.516330,25.1,52.8,1002.21,17.5
2025-05-22T12:21:54.787841,25.1,52.7,1002.27,17.5
2025-05-22T12:22:02.056783,25.1,52.7,1002.22,17.5
2025-05-22T12:22:09.328783,25.1,52.7,1002.25,17.5
2025-05-22T12:22:16.598470,25.2,52.6,1002.24,17.5
2025-05-22T12:22:23.764900,25.1,52.6,1002.25,17.5
2025-05-22T12:22:31.038428,25.1,52.6,1002.29,17.5
2025-05-22T12:22:38.308420,25.1,52.7,1002.25,17.5
2025-05-22T12:22:45.578011,25.1,52.7,1002.3,17.5
2025-05-22T12:22:52.850350,25.2,52.7,1002.29,17.5
2025-05-22T12:23:00.024641,25.1,52.7,1002.28,17.5
2025-05-22T12:23:07.290396,25.1,52.6,1002.26,17.5
2025-05-22T12:23:14.559603,25.1,52.7,1002.3,17.5
2025-05-22T12:23:21.832685,25.1,52.7,1002.26,14.17
2025-05-22T12:23:29.102641,25.1,52.7,1002.28,15.0
2025-05-22T12:23:36.268584,25.2,52.8,1002.29,14.17
2025-05-22T12:23:43.407149,25.2,52.8,1002.34,14.17
2025-05-22T12:23:50.608701,25.1,52.7,1002.3,12.5
2025-05-22T12:23:57.785699,25.2,52.7,1002.34,13.33
2025-05-22T12:24:05.045738,25.2,52.8,1002.28,14.17
2025-05-22T12:24:12.176491,25.2,52.7,1002.33,15.83
2025-05-22T12:24:19.316979,25.2,52.7,1002.28,15.0
2025-05-22T12:24:26.480230,25.2,52.7,1002.33,15.83
2025-05-22T12:24:33.722269,25.1,52.8,1002.25,16.67
2025-05-22T12:24:40.989858,25.1,52.7,1002.25,17.5
2025-05-22T12:33:35.044750,25.1,52.4,1002.17,14.17
2025-05-22T12:33:42.222311,25.1,52.4,1002.11,14.17
2025-05-22T12:33:49.405395,25.1,52.4,1002.16,13.33
2025-05-22T12:33:56.568466,25.1,52.4,1002.13,14.17
2025-05-22T12:34:03.819918,25.1,52.4,1002.2,14.17
2025-05-22T12:34:10.999587,25.1,52.4,1002.12,14.17
2025-05-22T12:34:18.261156,25.1,52.3,1002.16,14.17
2025-05-22T12:34:25.526014,25.1,52.3,1002.18,14.17
2025-05-22T12:34:32.796113,25.1,52.4,1002.19,13.33
2025-05-22T12:34:40.080265,25.1,52.3,1002.15,11.67
2025-05-22T12:34:47.250070,25.1,52.4,1002.18,14.17
2025-05-22T12:34:54.412798,25.1,52.3,1002.21,13.33
2025-05-22T12:35:01.679589,25.1,52.3,1002.14,13.33
2025-05-22T12:35:08.961568,25.1,52.2,1002.19,13.33
2025-05-22T12:35:16.130184,25.1,52.3,1002.2,13.33
2025-05-22T12:35:23.296590,25.1,52.3,1002.2,13.33
2025-05-22T12:35:30.555681,25.1,52.3,1002.2,13.33
2025-05-22T12:35:37.720886,25.1,52.3,1002.18,13.33
2025-05-22T12:35:44.991891,25.1,52.3,1002.21,13.33
2025-05-22T12:35:52.264592,25.1,52.3,1002.2,13.33
2025-05-22T12:35:59.533565,25.1,52.2,1002.17,13.33
2025-05-22T12:36:06.699591,25.1,52.2,1002.17,13.33
2025-05-22T12:36:13.972079,25.1,52.2,1002.18,13.33
2025-05-22T12:36:21.247558,25.1,52.2,1002.21,13.33
2025-05-22T12:36:28.515986,25.1,52.2,1002.15,13.33
2025-05-22T12:36:35.799988,25.1,52.2,1002.18,9.17
2025-05-22T12:36:43.055897,25.1,52.2,1002.17,12.5
2025-05-22T12:36:50.328770,25.1,52.5,1002.17,11.67
2025-05-22T12:36:57.505949,25.1,52.5,1002.14,10.0
2025-05-22T12:37:04.669675,25.1,52.4,1002.15,11.67
2025-05-22T12:37:11.835127,25.1,52.4,1002.13,11.67
2025-05-22T12:37:19.103626,25.1,52.3,1002.08,11.67
2025-05-22T12:37:26.296894,25.2,52.3,1002.15,10.83
2025-05-22T12:37:33.541522,25.2,52.2,1002.14,10.83
2025-05-22T12:37:40.716996,25.2,52.2,1002.15,10.83
2025-05-22T12:37:47.982363,25.2,52.1,1002.14,11.67
2025-05-22T12:37:55.253769,25.2,52.2,1002.11,13.33
2025-05-22T12:38:02.523276,25.2,52.1,1002.13,13.33
2025-05-22T12:38:09.793354,25.2,52.1,1002.15,13.33
2025-05-22T12:38:17.064979,25.2,52.1,1002.12,13.33
2025-05-22T12:38:24.206932,25.2,52.0,1002.12,13.33
2025-05-22T12:38:31.377940,25.2,52.0,1002.11,13.33
2025-05-22T12:38:38.568779,25.2,52.0,1002.11,13.33
2025-05-22T12:38:45.839556,25.2,52.0,1002.07,13.33
2025-05-22T12:38:52.969073,25.2,52.0,1002.05,13.33
2025-05-22T12:39:00.146952,25.2,52.0,1002.12,13.33
2025-05-22T12:39:07.348076,25.2,52.0,1002.04,13.33
2025-05-22T12:39:14.615653,25.1,52.1,1002.07,13.33
2025-05-22T12:39:21.802017,25.2,52.0,1002.09,13.33
2025-05-22T12:39:29.054843,25.1,52.1,1002.09,13.33
2025-05-22T12:39:36.221633,25.1,52.1,1002.05,13.33
2025-05-22T12:39:43.351207,25.1,52.1,1002.07,13.33
2025-05-22T12:39:50.563745,25.1,52.2,1002.06,10.0
2025-05-22T12:39:57.744881,25.1,52.1,1002.11,10.83
2025-05-22T12:40:05.002353,25.1,52.2,1002.11,10.83
2025-05-22T12:40:12.275840,25.1,52.3,1002.06,10.83
2025-05-22T12:40:19.445038,25.1,52.2,1002.08,10.83
2025-05-22T12:40:26.573001,25.1,52.3,1002.08,10.83
2025-05-22T12:40:33.779107,25.1,52.2,1002.12,11.67
2025-05-22T12:40:41.047012,25.1,52.2,1002.09,13.33
2025-05-22T12:40:48.319942,25.1,52.3,1002.09,11.67
2025-05-22T12:40:55.482141,25.1,52.4,1002.09,11.67
2025-05-22T12:41:02.755039,25.1,52.3,1002.13,11.67
2025-05-22T12:41:09.913933,25.1,52.3,1002.1,12.5
2025-05-22T12:41:17.196706,25.2,52.2,1002.11,12.5
2025-05-22T12:41:24.570720,25.2,52.2,1002.09,12.5
2025-05-22T12:41:31.843282,25.1,52.2,1002.11,12.5
2025-05-22T12:41:38.971380,25.2,52.2,1002.11,12.5
2025-05-22T12:41:46.176363,25.2,52.1,1002.09,12.5
2025-05-22T12:41:53.453641,25.2,52.2,1002.09,12.5
2025-05-22T12:42:00.721489,25.2,52.2,1002.14,11.67
2025-05-22T12:42:07.885107,25.2,52.2,1002.13,11.67
2025-05-22T12:42:15.010623,25.2,52.2,1002.08,12.5
2025-05-22T12:42:22.220431,25.2,52.1,1002.09,15.83
2025-05-22T12:42:29.491147,25.2,52.1,1002.07,15.0
2025-05-22T12:42:36.763151,25.2,52.2,1002.09,15.0
2025-05-22T12:42:44.032450,25.2,52.1,1002.06,15.0
2025-05-22T12:43:07.799480,25.2,52.0,1002.04,15.0
2025-05-22T12:43:15.069746,25.3,52.1,1002.08,15.0
2025-05-22T12:43:22.190742,25.3,52.1,1002.03,11.67
2025-05-22T12:43:29.309215,25.2,52.1,1002.03,13.33
2025-05-22T12:43:36.398986,25.3,52.1,1002.04,11.67
2025-05-22T12:43:43.636645,25.2,52.1,1001.99,12.5
2025-05-22T12:43:50.738128,25.2,52.1,1002.02,12.5
2025-05-22T12:43:57.882607,25.2,52.1,1002.06,12.5
2025-05-22T12:44:05.062785,25.2,52.1,1002.03,12.5
2025-05-22T12:44:12.310104,25.2,52.1,1002.0,13.33
2025-05-22T12:44:19.438654,25.3,52.1,1001.99,15.83
2025-05-22T12:44:26.642566,25.2,52.1,1002.0,15.83
2025-05-22T12:44:33.770945,25.2,52.1,1002.04,15.83
2025-05-22T12:44:40.979923,25.2,52.2,1002.02,15.83
2025-05-22T12:44:48.149701,25.2,52.2,1002.04,15.83
2025-05-22T12:44:55.279930,25.2,52.2,1002.02,16.67
2025-05-22T12:45:02.485346,25.2,52.2,1002.03,15.83
2025-05-22T12:49:06.011846,25.2,52.1,1001.99,10.0
2025-05-22T12:49:13.175364,25.2,52.1,1001.99,8.33
2025-05-22T12:49:20.333201,25.2,52.1,1002.02,8.33
2025-05-22T12:49:27.516213,25.2,52.0,1001.98,9.17
2025-05-22T12:49:34.668059,25.2,52.1,1001.99,9.17
2025-05-22T12:49:41.854655,25.2,52.1,1002.0,8.33
2025-05-22T12:49:48.994111,25.2,52.1,1001.99,9.17
2025-05-22T12:49:56.128872,25.2,52.1,1001.98,10.0
2025-05-22T12:50:03.275347,25.2,52.1,1001.99,10.0
2025-05-22T12:50:10.519629,25.2,52.1,1001.99,10.83
2025-05-22T12:50:17.637569,25.2,52.1,1001.96,10.0
2025-05-22T12:50:24.781372,25.2,52.1,1001.93,9.17
2025-05-22T12:50:32.025110,25.2,52.0,1001.96,10.0
2025-05-22T12:50:39.193869,25.2,52.1,1001.97,10.83
2025-05-22T12:50:46.361396,25.2,52.1,1001.98,10.83
2025-05-22T12:50:53.528523,25.2,52.1,1001.97,10.0
2025-05-22T12:51:00.696424,25.2,52.1,1001.95,10.0
2025-05-22T12:51:07.865186,25.2,52.1,1001.99,10.0
2025-05-22T12:51:15.036791,25.2,52.1,1001.96,10.0
2025-05-22T12:51:22.202248,25.2,52.1,1001.96,10.0
2025-05-22T13:15:30.787729,25.9,50.6,1001.82,12.5
2025-05-22T13:15:38.081190,25.9,50.5,1001.82,10.0
2025-05-22T13:15:45.351216,25.9,50.5,1001.83,9.17
2025-05-22T13:15:52.552654,25.9,50.5,1001.78,9.17
2025-05-22T13:15:59.760462,25.9,50.6,1001.79,9.17
2025-05-22T13:16:07.058093,25.9,50.6,1001.82,10.83
2025-05-22T13:16:14.332151,25.9,50.6,1001.8,10.0
2025-05-22T13:16:21.602808,25.8,50.5,1001.8,9.17
2025-05-22T13:16:28.776028,25.8,50.5,1001.8,11.67
2025-05-22T13:16:36.040619,25.8,50.5,1001.81,11.67
2025-05-22T13:16:43.310425,25.8,50.5,1001.81,11.67
2025-05-22T13:16:50.491568,25.8,50.6,1001.79,10.0
2025-05-22T13:16:57.652502,25.8,50.5,1001.81,10.83
2025-05-22T13:17:04.913111,25.8,50.5,1001.82,11.67
2025-05-22T13:17:12.185433,25.8,50.5,1001.78,11.67
2025-05-22T13:17:19.453546,25.8,50.5,1001.77,12.5
2025-05-22T13:17:26.618773,25.8,50.6,1001.82,10.83
2025-05-22T13:17:33.792678,25.8,50.5,1001.78,10.0
2025-05-22T13:17:41.060900,25.8,50.5,1001.81,10.0
2025-05-22T13:17:48.229860,25.8,50.5,1001.78,10.0
2025-05-22T13:17:55.500337,25.8,50.5,1001.85,11.67
2025-05-22T13:18:02.773736,25.8,50.5,1001.81,10.83
2025-05-22T13:18:10.041375,25.8,50.6,1001.8,9.17
2025-05-22T13:18:17.313714,25.8,50.5,1001.81,8.33
2025-05-22T13:18:24.585449,25.8,50.6,1001.82,9.17
2025-05-22T13:18:31.853070,25.8,50.5,1001.81,11.67
2025-05-22T13:18:39.124119,25.8,50.6,1001.8,10.0
2025-05-22T13:18:46.289185,25.8,50.5,1001.81,8.33
2025-05-22T13:18:53.450354,25.8,50.6,1001.83,8.33
2025-05-22T13:19:00.733353,25.8,50.6,1001.84,7.5
2025-05-22T13:19:08.001582,25.8,50.5,1001.81,7.5
2025-05-22T13:19:15.176273,25.8,50.6,1001.8,7.5
2025-05-22T13:19:22.336994,25.8,50.6,1001.83,7.5
2025-05-22T13:19:29.496781,25.8,50.6,1001.78,6.67
2025-05-22T13:19:36.673909,25.8,50.6,1001.82,6.67
2025-05-22T13:19:43.947845,25.7,50.7,1001.79,6.67
2025-05-22T13:19:51.120838,25.8,50.6,1001.8,7.5
2025-05-22T13:19:58.284280,25.8,50.6,1001.79,7.5
2025-05-22T13:20:05.448165,25.8,50.6,1001.8,7.5
2025-05-22T13:20:12.720506,25.7,50.6,1001.77,7.5
2025-05-22T13:20:19.921593,25.7,50.7,1001.83,7.5
2025-05-22T13:20:27.113490,25.7,50.6,1001.81,5.83
2025-05-22T13:20:34.316657,25.7,50.7,1001.8,7.5
2025-05-22T13:20:41.502776,25.7,50.7,1001.8,7.5
2025-05-22T13:20:48.770348,25.7,50.7,1001.8,7.5
2025-05-22T13:20:56.073549,25.7,50.8,1001.78,7.5
2025-05-22T13:21:03.274918,25.7,51.2,1001.81,6.67
2025-05-22T13:21:10.476660,25.7,51.5,1001.74,7.5
2025-05-22T13:21:17.645939,25.7,51.7,1001.78,7.5
2025-05-22T13:21:24.915910,25.7,51.7,1001.78,5.83
2025-05-22T13:21:32.188433,25.7,51.6,1001.76,5.0
2025-05-22T13:21:39.665227,25.8,52.3,1001.77,6.67
2025-05-22T13:21:46.934465,27.0,69.3,1001.74,5.0
2025-05-22T13:21:54.210212,28.5,81.5,1001.83,6.67
2025-05-22T13:22:01.479777,29.4,88.3,1001.79,7.5
2025-05-22T13:22:08.660471,29.6,91.8,1001.83,7.5
2025-05-22T13:22:15.912973,29.3,93.5,1001.81,7.5
2025-05-22T13:22:23.184318,28.9,94.2,1001.83,7.5
2025-05-22T13:22:30.459451,28.5,94.4,1001.84,7.5
