date,tavg,tmin,tmax,prcp,snow,wdir,wspd,wpgt,pres,tsun
2024-05-03 00:00:00,13.6,11.6,16.2,9.1,,334,2,,1007.7,
2024-05-04 00:00:00,15,10.3,21.2,0.3,,31,3.9,,1009.3,
2024-05-05 00:00:00,15.9,7.7,22.6,0,,264,3.6,,1016.1,
2024-05-06 00:00:00,18.8,10.6,26.8,0.4,,211,4.7,,1013.1,
2024-05-07 00:00:00,19.6,12.9,29.5,1.1,,235,5.6,,1011.2,
2024-05-08 00:00:00,17.9,15,21.3,4.3,,48,6.1,,1016.6,
2024-05-09 00:00:00,13.8,12.2,16,3.7,,41,4.4,,1020.1,
2024-05-10 00:00:00,15.2,8.5,21.6,0,,39,3,,1020.3,
2024-05-11 00:00:00,16.2,8.1,23.2,0,,343,2.4,,1017.1,
2024-05-12 00:00:00,15.7,10.5,19.4,11.5,,38,5.6,,1017.2,
2024-05-13 00:00:00,13.6,8.9,19.6,0.7,,20,2.1,,1019.8,
2024-05-14 00:00:00,15.3,9.9,20.2,0,,46,3.2,,1016.9,
2024-05-15 00:00:00,14,9.4,20.2,0,,59,3.8,,1020.1,
2024-05-16 00:00:00,14.9,7.1,21,0,,62,3.6,,1021.9,
2024-05-17 00:00:00,14.9,11.8,18.6,0.4,,58,3.8,,1020.2,
2024-05-18 00:00:00,15.8,10.9,21.5,0,,28,2.4,,1017.6,
2024-05-19 00:00:00,15.9,11.7,21.5,0.2,,24,2.3,,1016.1,
2024-05-20 00:00:00,17.4,10.3,23.6,0,,36,2.1,,1015.9,
2024-05-21 00:00:00,18.9,10.6,26.9,0,,48,2.9,,1016.5,
2024-05-22 00:00:00,18.4,12.7,25.1,0.1,,57,3.6,,1013.1,
2024-05-23 00:00:00,17.1,13.7,21.6,6,,348,2.6,,1013,
2024-05-24 00:00:00,20.7,11.8,29,0.6,,27,2.9,,1016.6,
2024-05-25 00:00:00,21.4,15.9,27.8,0,,44,4.7,,1019,
2024-05-26 00:00:00,20.1,11.9,27.7,0,,39,3.5,,1019.1,
2024-05-27 00:00:00,17.3,10,23.7,0,,29,4.8,,1019.4,
2024-05-28 00:00:00,17.3,13.5,22.3,6.8,,358,2.7,,1015.1,
2024-05-29 00:00:00,16.5,12.3,23.8,4.9,,350,2.3,,1011.2,
2024-05-30 00:00:00,19.1,13.5,24.9,0.1,,203,3.5,,1008.5,
2024-05-31 00:00:00,22.6,14.2,30.6,0.2,,231,3.3,,1010,
2024-06-01 00:00:00,26.2,17.6,33.2,0,,226,4.8,,1012.9,
2024-06-02 00:00:00,25.8,19.4,31.8,0,,239,7.5,,1014.9,
2024-06-03 00:00:00,25.5,17,34.1,2.4,,350,3.2,,1014,
2024-06-04 00:00:00,25,18.3,32.4,0.4,,352,4.1,,1010.4,
2024-06-05 00:00:00,25.2,17.9,32.1,0,,237,6.2,,1012,
2024-06-06 00:00:00,25.5,17.5,32.6,0,,221,3.6,,1015,
2024-06-07 00:00:00,26.3,18,34.6,0,,37,2,,1016,
2024-06-08 00:00:00,24.8,19.7,34.5,2.4,,38,2.7,,1013,
2024-06-09 00:00:00,26.6,18.1,35.2,0,,129,4.1,,1010,
2024-06-10 00:00:00,29.4,21,36.8,0,,211,3.3,,1007.3,
2024-06-11 00:00:00,28.7,19.5,36.2,0,,234,6,,1006.2,
2024-06-12 00:00:00,26.4,19.7,32.1,0.8,,212,3.2,,1011.1,
2024-06-13 00:00:00,27.1,20.2,34.5,9.5,,248,3.6,,1011.5,
2024-06-14 00:00:00,19.2,16.8,23.5,3.8,,269,5.4,,1010.7,
2024-06-15 00:00:00,21.9,15.1,29,0.4,,311,2.6,,1011.7,
2024-06-16 00:00:00,24.5,17.8,31.4,0,,39,3.9,,1010.8,
2024-06-17 00:00:00,26.7,18.7,34.2,0,,272,2.9,,1012.5,
2024-06-18 00:00:00,27.9,21.7,35,0,,49,4.4,,1016.2,
2024-06-19 00:00:00,28.4,20.2,36.2,0,,48,2.7,,1016.6,
2024-06-20 00:00:00,29,20.1,38.2,0,,2,3.9,,1015.4,
2024-06-21 00:00:00,26.6,21.2,32.3,0,,46,4.1,,1018.3,
2024-06-22 00:00:00,27.1,19.7,34.3,0,,35,2.3,,1012.5,
2024-06-23 00:00:00,26.9,18.4,34.7,0,,51,3,,1009.8,
2024-06-24 00:00:00,27.6,20.6,34.6,0,,44,5.3,,1011.8,
2024-06-25 00:00:00,26.8,22.2,33,0,,57,5.7,,1015.7,
2024-06-26 00:00:00,27.1,22.1,32.7,0,,65,3.3,,1016.4,
2024-06-27 00:00:00,27,21.3,33.3,0,,94,3.6,,1013,
2024-06-28 00:00:00,25.5,17.4,32.5,0,,49,2.7,,1013.4,
2024-06-29 00:00:00,27.7,20.5,34.3,0,,33,2.4,,1015.5,
2024-06-30 00:00:00,28.5,20.1,36.1,0,,31,2,,1014.9,
2024-07-01 00:00:00,29.1,20.8,36.7,0,,83,3.2,,1011,
2024-07-02 00:00:00,26.9,20.3,36.2,1.2,,69,3.9,,1004,
2024-07-03 00:00:00,22,19.3,25.4,14.6,,210,5.3,,1002.8,
2024-07-04 00:00:00,21.9,16.4,28,0,,9,2.4,,1005.9,
2024-07-05 00:00:00,25.2,19.8,31.5,0,,352,2.9,,1012.4,
2024-07-06 00:00:00,27,19.5,33.9,0,,52,3.2,,1016.4,
2024-07-07 00:00:00,27.5,18.9,35.5,0,,46,2.6,,1015.7,
2024-07-08 00:00:00,28.4,20.3,36.3,0,,45,2.6,,1014.5,
2024-07-09 00:00:00,30.3,21.7,38.1,0,,34,5.3,,1015.3,
2024-07-10 00:00:00,30.3,24.5,38.6,0,,25,5,,1015.2,
2024-07-11 00:00:00,30.2,21.6,38.5,0,,28,3.8,,1014.6,
2024-07-12 00:00:00,31.2,21.7,40.4,0,,19,2.3,,1012.9,
2024-07-13 00:00:00,31.4,22,39,0,,43,3.5,,1011.5,
2024-07-14 00:00:00,32,23.5,40.1,0,,51,3.4,,1011.4,
2024-07-15 00:00:00,31.4,21.7,40.1,0,,41,3.7,,1012.2,
2024-07-16 00:00:00,29.9,21.7,40.9,0.5,,21,3.6,,1012.3,
2024-07-17 00:00:00,30.3,22.2,40,0,,20,2.9,,1013.1,
2024-07-18 00:00:00,31.9,26.4,39.1,0.4,,28,4.5,,1014.9,
2024-07-19 00:00:00,29.2,24.6,36.6,0.1,,19,4.4,,1015.1,
2024-07-20 00:00:00,29.7,23.7,36.3,0,,62,5.1,,1010.7,
2024-07-21 00:00:00,26.5,20.5,33.8,4.1,,270,3.6,,1008.1,
2024-07-22 00:00:00,25.2,20,32.3,0.3,,39,3.3,,1009.2,
2024-07-23 00:00:00,26.4,19.5,33.6,1.2,,20,2.7,,1012,
2024-07-24 00:00:00,26.2,19.9,33.5,4.8,,11,3.3,,1010.3,
2024-07-25 00:00:00,21.9,18.3,29.7,6,,268,3.2,,1007.8,
2024-07-26 00:00:00,22.9,17.2,29.6,0.7,,340,2.9,,1009.9,
2024-07-27 00:00:00,24.8,17.6,32.1,0,,10,2.4,,1016.4,
2024-07-28 00:00:00,27.3,19.5,34.7,0,,0,1.5,,1018.1,
2024-07-29 00:00:00,27.4,21.3,34.4,0.4,,77,4.5,,1013.7,
2024-07-30 00:00:00,26.1,21.5,31.9,0.3,,31,5.9,,1013.8,
2024-07-31 00:00:00,25.6,20.3,31.6,0,,39,3.6,,1015.2,
2024-08-01 00:00:00,26.7,18,34.7,0,,282,2.9,,1012.5,
2024-08-02 00:00:00,27.8,18.9,36.6,0,,16,2.3,,1007.9,
2024-08-03 00:00:00,29.5,22.6,36,0.6,,236,6.3,,1003.7,
2024-08-04 00:00:00,25.1,22.2,31.6,2.3,,53,4.8,,1007.5,
2024-08-05 00:00:00,25.3,19.6,30.9,0,,24,3.2,,1010.9,
2024-08-06 00:00:00,21.6,17.3,26.6,1.2,,18,2.9,,1009.2,
2024-08-07 00:00:00,22.5,15.9,29.7,0,,346,2.7,,1013.3,
2024-08-08 00:00:00,25.5,17.8,32.7,0,,36,2.3,,1013.3,
2024-08-09 00:00:00,26,19.7,33.3,6.5,,357,2.7,,1013.1,
2024-08-10 00:00:00,25.5,18.8,33,0.8,,18,1.8,,1016.3,
2024-08-11 00:00:00,27.8,20.2,35.2,0,,20,2.3,,1017.8,
2024-08-12 00:00:00,27.9,21.3,34.1,0,,44,9.3,,1014.5,
2024-08-13 00:00:00,29.5,21.4,37.9,0,,38,3.1,,1011.2,
2024-08-14 00:00:00,29.7,23.7,37.7,0,,58,5.9,,1013.2,
2024-08-15 00:00:00,29.1,21.8,37.8,0,,40,3.3,,1014.9,
2024-08-16 00:00:00,29.5,22.4,37.9,1.5,,61,3.9,,1014.6,
2024-08-17 00:00:00,29.4,22.2,37.3,0.1,,71,3.5,,1012.8,
2024-08-18 00:00:00,28.4,20.5,35.8,0,,62,3.2,,1011.1,
2024-08-19 00:00:00,27.8,19.4,35.8,0,,54,3,,1010,
2024-08-20 00:00:00,27.4,20.5,36.1,0,,61,3.9,,1010.5,
2024-08-21 00:00:00,26.9,21.3,34.4,0,,315,3,,1008.3,
2024-08-22 00:00:00,27.8,20.5,37.1,0,,34,3,,1008.8,
2024-08-23 00:00:00,27.8,21.7,33.8,0,,43,4.1,,1014.3,
2024-08-24 00:00:00,28.1,22.4,36.1,0,,41,3.8,,1016.4,
2024-08-25 00:00:00,28,19.8,36.9,0,,28,3.3,,1014.2,
2024-08-26 00:00:00,29.1,21.9,37,0,,38,4.7,,1013.5,
2024-08-27 00:00:00,26.1,21.6,34.2,0,,15,3.3,,1015,
2024-08-28 00:00:00,24.8,21.1,29.7,,,5,3.3,,1015.4,
2024-08-29 00:00:00,25.1,21.9,30.4,,,24,5.7,,1013.8,
2024-08-30 00:00:00,24.3,19.1,30.4,,,11,3.8,,1014,
2024-08-31 00:00:00,24.9,19.2,31.6,,,26,3.9,,1014.1,
